action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,_compound,_role,_axis_or_class,_filter_text,_normal_hits,_viability_hits,_cancer_hits,standard_value_uM,toxicity_bucket,curation_decision,curation_tier,curation_reason,normal_keyword_hits,viability_keyword_hits_curated,exclude_keyword_hits,activity_signal_curated
,,3224088,[],CHEMBL1105052,Neuroprotective activity against human SH-SY5Y cells assessed as protection reduction in H2O2-induced LDH release at 1 uM after 24 hrs,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1154393,J Med Chem,2009.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,890596,=,1,0,=,,Activity,%,,0.0,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,0.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against human sh-sy5y cells assessed as protection reduction in h2o2-induced ldh release at 1 um after 24 hrs | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1154393,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,3224098,[],CHEMBL1105053,Neuroprotective activity against human SH-SY5Y cells assessed as protection reduction in H2O2-induced LDH release at 3 uM after 24 hrs,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1154393,J Med Chem,2009.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,890596,=,1,0,=,,Activity,%,,0.0,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,0.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against human sh-sy5y cells assessed as protection reduction in h2o2-induced ldh release at 3 um after 24 hrs | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1154393,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,Not Determined,3224108,[],CHEMBL1105054,Neuroprotective activity against human SH-SY5Y cells assessed as protection reduction in H2O2-induced LDH release at 10 uM after 24 hrs,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1154393,J Med Chem,2009.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,890596,,1,0,,,Activity,,,,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against human sh-sy5y cells assessed as protection reduction in h2o2-induced ldh release at 10 um after 24 hrs | f | activity |  | sh-sy5y | homo sapiens | cell-based format | chembl1154393,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,3224118,[],CHEMBL1105055,Neuroprotective activity against human SH-SY5Y cells assessed as protection reduction in H2O2-induced LDH release at 30 uM after 24 hrs,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1154393,J Med Chem,2009.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,890596,=,1,0,=,,Activity,%,,57.7,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,57.7,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against human sh-sy5y cells assessed as protection reduction in h2o2-induced ldh release at 30 um after 24 hrs | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1154393,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,3351545,[],CHEMBL1175815,Cytotoxicity against HMEC1 cells after 6 hrs by MTT assay,A,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1177867,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,923180,=,1,0,=,,Activity,%,,57.0,CHEMBL612558,,ADMET,,,,Activity,%,UO_0000187,,57.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against hmec1 cells after 6 hrs by mtt assay | a | activity | = | admet |  | cell-based format | chembl1177867,,cytotoxic|cytotoxicity|mtt|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cytotox|\bmtt\b,,no_quantitative_value
,,3351556,[],CHEMBL1175814,Cytoprotective activity against cell-mediated LDL oxidation in HMEC1 cells at 10 uM after 6 hrs by MTT assay,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1177867,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,923180,=,1,0,=,,Activity,%,,3.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Activity,%,UO_0000187,,3.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytoprotective activity against cell-mediated ldl oxidation in hmec1 cells at 10 um after 6 hrs by mtt assay | f | activity | = | non-protein target |  | cell-based format | chembl1177867,,mtt,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bmtt\b,,no_quantitative_value
,,3351567,[],CHEMBL1175813,Cytoprotective activity against UV-induced LDL oxidation in HMEC1 cells at 10 uM after 6 hrs by MTT assay,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1177867,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,923180,=,1,0,=,,Activity,%,,18.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Activity,%,UO_0000187,,18.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytoprotective activity against uv-induced ldl oxidation in hmec1 cells at 10 um after 6 hrs by mtt assay | f | activity | = | non-protein target |  | cell-based format | chembl1177867,,mtt,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bmtt\b,,no_quantitative_value
,,3351578,[],CHEMBL1175812,Cytoprotective activity against copper-induced LDL oxidation in HMEC1 cells at 10 uM after 6 hrs by MTT assay,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1177867,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,923180,=,1,0,=,,Activity,%,,6.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Activity,%,UO_0000187,,6.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytoprotective activity against copper-induced ldl oxidation in hmec1 cells at 10 um after 6 hrs by mtt assay | f | activity | = | non-protein target |  | cell-based format | chembl1177867,,mtt,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bmtt\b,,no_quantitative_value
,,5112929,[],CHEMBL1639388,Neuroprotective activity against H2O2-induced oxidative stress in human SH-SY5Y cells assessed as LDH release at 1 uM after 24 hrs by UV-vis spectroscopy,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1629479,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1312472,=,1,0,=,,Activity,%,,0.0,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,0.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced oxidative stress in human sh-sy5y cells assessed as ldh release at 1 um after 24 hrs by uv-vis spectroscopy | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1629479,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,5112936,[],CHEMBL1639389,Neuroprotective activity against H2O2-induced oxidative stress in human SH-SY5Y cells assessed as LDH release at 3 uM after 24 hrs by UV-vis spectroscopy,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1629479,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1312472,=,1,0,=,,Activity,%,,0.0,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,0.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced oxidative stress in human sh-sy5y cells assessed as ldh release at 3 um after 24 hrs by uv-vis spectroscopy | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1629479,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,5112943,[],CHEMBL1639390,Neuroprotective activity against H2O2-induced oxidative stress in human SH-SY5Y cells assessed as LDH release at 30 uM after 24 hrs by UV-vis spectroscopy,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1629479,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1312472,=,1,0,=,,Activity,%,,57.7,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,57.7,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced oxidative stress in human sh-sy5y cells assessed as ldh release at 30 um after 24 hrs by uv-vis spectroscopy | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1629479,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,5112950,[],CHEMBL1639391,Neuroprotective activity against H2O2-induced oxidative stress in human SH-SY5Y cells assessed as LDH release at 60 uM after 24 hrs by UV-vis spectroscopy,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1629479,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1312472,=,1,0,=,,Activity,%,,55.7,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,55.7,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced oxidative stress in human sh-sy5y cells assessed as ldh release at 60 um after 24 hrs by uv-vis spectroscopy | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1629479,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,5112957,[],CHEMBL1639392,Neuroprotective activity against H2O2-induced oxidative stress in human SH-SY5Y cells assessed as LDH release at 100 uM after 24 hrs by UV-vis spectroscopy,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1629479,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1312472,=,1,0,=,,Activity,%,,64.2,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,64.2,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced oxidative stress in human sh-sy5y cells assessed as ldh release at 100 um after 24 hrs by uv-vis spectroscopy | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1629479,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,5112967,[],CHEMBL1639394,Neuroprotective activity against rotenone and oligomycin-induced mitochondrial oxidative stress in human SH-SY5Y cells assessed as LDH release at 10 uM after 24 hrs using DCFH-DA fluorescent dye,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1629479,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1312472,=,1,0,=,,Activity,%,,43.2,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,43.2,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against rotenone and oligomycin-induced mitochondrial oxidative stress in human sh-sy5y cells assessed as ldh release at 10 um after 24 hrs using dcfh-da fluorescent dye | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1629479,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,5112968,[],CHEMBL1639395,Neuroprotective activity against rotenone and oligomycin-induced mitochondrial oxidative stress in human SH-SY5Y cells assessed as LDH release at 30 uM after 24 hrs using DCFH-DA fluorescent dye,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1629479,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1312472,=,1,0,=,,Activity,%,,39.3,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,39.3,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against rotenone and oligomycin-induced mitochondrial oxidative stress in human sh-sy5y cells assessed as ldh release at 30 um after 24 hrs using dcfh-da fluorescent dye | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1629479,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,5112969,[],CHEMBL1639393,Neuroprotective activity against rotenone and oligomycin-induced mitochondrial oxidative stress in human SH-SY5Y cells assessed as LDH release at 3 uM after 24 hrs using DCFH-DA fluorescent dye,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1629479,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1312472,=,1,0,=,,Activity,%,,52.9,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,52.9,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against rotenone and oligomycin-induced mitochondrial oxidative stress in human sh-sy5y cells assessed as ldh release at 3 um after 24 hrs using dcfh-da fluorescent dye | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1629479,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,5112970,[],CHEMBL1639396,Neuroprotective activity against H2O2-induced oxidative stress in human SH-SY5Y cells assessed as LDH release at 100 uM after 24 hrs by UV-vis spectroscopy in presence of calcium channel blocker nimodipine,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1629479,Eur J Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1312472,=,1,0,=,,Activity,%,,60.3,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,60.3,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced oxidative stress in human sh-sy5y cells assessed as ldh release at 100 um after 24 hrs by uv-vis spectroscopy in presence of calcium channel blocker nimodipine | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1629479,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b,,no_quantitative_value
,,7967691,[],CHEMBL1930118,Cytotoxicity against mouse Melan-a cells by modified crystal voilet assay,A,,,BAO_0000190,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1926603,Bioorg Med Chem Lett,2011.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://www.openphacts.org/units/Nanomolar,1565718,=,1,1,=,,IC50,nM,,300000.0,CHEMBL612558,,ADMET,,,,IC50,uM,UO_0000065,,300.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against mouse melan-a cells by modified crystal voilet assay | a | ic50 | = | admet |  | cell-based format | chembl1926603,,cytotoxic|cytotoxicity|toxicity,,300.0,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox,,toxicity_signal
,Not Determined,8008362,[],CHEMBL1944041,Neuroprotective activity against rotenone/oligomycin A-induced cell death in human SH-SY5Y cells assessed as LDH release at 0.1 uM after 24 hrs relative to control,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1938277,Eur J Med Chem,2011.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,1570094,,1,0,,,Activity,,,,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against rotenone/oligomycin a-induced cell death in human sh-sy5y cells assessed as ldh release at 0.1 um after 24 hrs relative to control | f | activity |  | sh-sy5y | homo sapiens | cell-based format | chembl1938277,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b|cell death,,no_quantitative_value
,,8008366,[],CHEMBL1944040,Neuroprotective activity against rotenone/oligomycin A-induced cell death in human SH-SY5Y cells assessed as LDH release at 3 uM treated 24 hrs before rotenone/oligomycin A challenge measured after 24 hrs relative to control,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1938277,Eur J Med Chem,2011.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,1570094,=,1,0,=,,Activity,%,,65.1,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,%,UO_0000187,,65.1,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against rotenone/oligomycin a-induced cell death in human sh-sy5y cells assessed as ldh release at 3 um treated 24 hrs before rotenone/oligomycin a challenge measured after 24 hrs relative to control | f | activity | = | sh-sy5y | homo sapiens | cell-based format | chembl1938277,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b|cell death,,no_quantitative_value
,Not Determined,8008370,[],CHEMBL1943852,Neuroprotective activity against rotenone/oligomycin A-induced cell death in human SH-SY5Y cells assessed as LDH release at 1 uM treated 24 hrs before rotenone/oligomycin A challenge measured after 24 hrs relative to control,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1938277,Eur J Med Chem,2011.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,1570094,,1,0,,,Activity,,,,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against rotenone/oligomycin a-induced cell death in human sh-sy5y cells assessed as ldh release at 1 um treated 24 hrs before rotenone/oligomycin a challenge measured after 24 hrs relative to control | f | activity |  | sh-sy5y | homo sapiens | cell-based format | chembl1938277,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b|cell death,,no_quantitative_value
,Not Determined,8008374,[],CHEMBL1943851,Neuroprotective activity against rotenone/oligomycin A-induced cell death in human SH-SY5Y cells assessed as LDH release at 0.3 uM treated 24 hrs before rotenone/oligomycin A challenge measured after 24 hrs relative to control,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1938277,Eur J Med Chem,2011.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,1570094,,1,0,,,Activity,,,,CHEMBL614910,Homo sapiens,SH-SY5Y,9606,,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against rotenone/oligomycin a-induced cell death in human sh-sy5y cells assessed as ldh release at 0.3 um treated 24 hrs before rotenone/oligomycin a challenge measured after 24 hrs relative to control | f | activity |  | sh-sy5y | homo sapiens | cell-based format | chembl1938277,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\bldh\b|cell death,,no_quantitative_value
